Headline,Body ID,Stance
"In a BBC interview made at the time, Pickering recounted how during the meeting Abiola became ill, and died soon after.",3011,agree
"Notably, they danced to two Sex Pistols tracks, as the Sex Pistols never did a studio performance in this period.",3012,agree
"On 27 February 2015, Judge Alistair McCreath sentenced Glitter to 16 years in prison.",3013,agree
"When that finished goalless, goaltender Craig Kowalski saved all three Belfast penalty shots and Petr Kalus scored to give Panthers a 7–6 aggregate victory and a fifth consecutive Challenge Cup.",3014,agree
"After an otherwise strong performance, Király's late error gifted Manchester United a 2–1 victory.",3015,agree
"Ironically, there were fewer than 25 complaints made about the original incident prior to its reporting in the media.",3016,agree
"Large increases in tourism to the area are expected, as a new highway is constructed, putting pressure on local, traditional cultures.",3017,agree
The programme was the first to be broadcast from the new studio.,3018,agree
"Neolithic horned cairns found on nearby Shebster Hill, which were used for burials and rituals, date back about 5000 years.",3019,agree
It was sculpted by Jane Robbins.,3020,agree
One of the recent difficulties which erupted between Australia and Indonesia was when Australia accepted a boatload of asylum seekers from Indonesia's Papua province in March 2006.,3021,agree
"We have lost a major figure from our political landscape"".",3022,agree
"A system has been developed in the UK to connect calls where the caller is sent to an automated system, leaving more operators free to handle genuine emergency calls.",3023,agree
"However, due to his extraordinary age, he was unable to recover from such a minor illness.",3024,agree
"However, the group soon gained notoriety because of its radical fundamentalist activities, including murder and torture of opponents.",3025,agree
"During his two years in Hong Kong, he took part in training exercises in Malaysia, South Korea, Hawaii and Australia.",3026,agree
SFL First Division clubs wanted to gain a greater share of the media revenue generated by the SPL.,3027,agree
"A Malaysian government minister countered, pointing out that no complaints had been received from UK customers who had bought the car.",3028,agree
"Continuing poor weather meant that a damage inspection by salvors has been practically impossible, as personnel require to be airlifted on to the rig, in spite of it being close to the shore.",3029,agree
As a result of the investigation both Bin Hammam and Warner were suspended.,3030,agree
"In January 2010, he declared he was cancer-free.",3031,agree
The service has since been discontinued.,3032,agree
"Brazil, Argentina and South Africa argue that whale watching is a growing billion-dollar industry that provides more revenue than commercial whaling would provide.",3033,agree
"He told the court that he had been able to detect a pattern of coughing, and that he was entirely convinced that coughing had helped Ingram.",3034,agree
"Hit a drum, then wander onto the piano, hit a few notes and just wander around',"" said McCartney in November 2008.",3035,agree
The last eleven-plus was held in November 2008.,3036,agree
"However, the stadium had to withdraw their bid due to uncertainties arising out of the timing of the announcement of who would operate the stadium after the Olympics, thus gifting Beijing the championships.",3037,agree
Impact projections suggest the flood could affect roughly 5&#160;million people.,3038,agree
"Although re-elected, the result was seen by Attlee as very disappointing, and was widely attributed to the effects of post-war austerity denting Labour's appeal to middle class voters.",3039,agree
"Some madaris in India, for example, have a secularised identity.",3040,agree
"Staff at Keynsham criticised this move, suggesting that they felt betrayed and as if they have been ""sacked twice"".",3041,agree
The plaque has been vandalised several times since then.,3042,agree
The calendar features photos from White's career and with various animals.,3043,agree
"In addition, Judge Zilly ruled in favor of the Valve motion regarding the contractual limitation of liability, allowing Valve to recover copyright damages for any infringement as allowed by law without regard to the publishing agreement's limitation of liability clause.",3044,agree
Opponents intend to challenge the new law and carry on hunting.,3045,agree
"Coroner Lady Justice Hallett stated that the inquest would examine how each victim died and whether MI5, if it had worked better, could have prevented the attack.",3046,agree
"Additionally, before he was captured, Sheikh Mohammed, along with bin al-Shibh, told an Al Jazeera reporter (who was taken blindfolded to his hideout) back in 2002 that the fourth target was in fact the Capitol Building.",3047,agree
They had a son and two daughters.,3048,agree
"This may have been due, in part, to the expanding human understanding of climate.",3049,agree
"It had been in possession of Rakoff, who had made a recording at the time of transmission for posterity.",3050,agree
It has been a tradition for visitors to pay homage to the band by writing on the wall in front of the building even though it is painted over every three months.,3051,agree
The jury inquest blamed the Metropolitan Police for failures that contributed to Groce's death.,3052,agree
Since 2008 he has continued to live in a Paris shelter.,3053,agree
The documentary alleged that a coup was planned to overthrow Wilson and replace him with Mountbatten using the private armies and sympathisers in the military and MI5.,3054,agree
"Demonstration organizers in London said this marks the first coordinated protest in Iraq, Britain and the United States.",3055,agree
"It was constructed on three levels, with 70 rooms off its basement level tunnel.",3056,agree
"The alliance was intended to enable $2 billion per year of cost savings through platform sharing, common purchasing, and other economies of scale.",3057,agree
"Launched in 2008, the festival features sporting activities, cultural events and local entertainers.",3058,agree
"In the wake of the programme, several major catering organisations announced that they would no longer serve Turkey Twizzlers in schools.",3059,agree
Bangladesh lost the match by 130&#160;runs.,3060,agree
"The decision was made on the basis that the case represented a conventional dispute over the disposal of the girl's body, although the judge urged ministers to seek ""proper regulation"" for the future of cryonic preservation following concerns raised by the hospital about the competence and professionalism of the team that conducted the preservation procedures.",3061,agree
PwC was fined a record £5 million plus costs.,3062,agree
"Real Madrid demanded – and promptly received – a full apology, and the Portuguese issued his own riposte with a mock-salute celebration after scoring a penalty against Sevilla, after Blatter had described him as a ""commander"" on the pitch.",3063,agree
"The ball landed on ""Red 7"" and Revell walked away with $270,600.",3064,agree
This accolade came just over a year after Nottingham was named as the UK's first City of Football.,3065,agree
It has been revived several times (including being part of the Friel/Gate Festival in September 2009) and had its world premiere at the Gate Theatre in Dublin.,3066,agree
"Its French representatives accused it of keeping the workers in the dark for months and not acting in line with the companies publicly stated values of being a socially responsible company that upholds values of trust, respect and integrity and a culture of ""open and candid communication"".",3067,agree
"The original case lasted ten years, making it the longest-running court action in English history.",3068,agree
"It reopened on December 9, 2001.",3069,agree
"According to neurologist Gottfried Schlaug, there is a corresponding area to that of speech, which resides in the left hemisphere, on the right side of the brain.",3070,agree
Hilton Foundation.,3071,agree
"The film, involving stunts never seen before in the cinematic history of Bollywood, became the most expensive Hindi film ever produced at the time.",3072,agree
The hooligans received up to 35 years in prison.,3073,agree
It froze all its activities with the FIA until Max Mosley leaves office.,3074,agree
Two people were arrested in connection with the pirated version.,3075,agree
Marcus was the first infected with syphilis and that he had provided incomplete information to the producers.,3076,agree
"Failure to obey the word of a gang leader, or to show proper respect to a fellow gang member, may result in an 18-second beating, or even execution for more serious offenses.",3077,agree
I've thought on this for a long time.,3078,agree
"However, the study also showed that the level of testosterone normalizes after abstinence of liquorice within a few days and the effects completely disappear.",3079,agree
"It generated strong reviews and was successful throughout Australia, Asia, Europe and New Zealand.",3080,agree
The Greyfriars was completely destroyed on 15 March 2015 by way of a controlled explosion.,3081,agree
"But I was so upset by all the criticism, it got worse and I went up to a size 14"".",3082,agree
The penalty for section 5 categories of firearm is subject to a mandatory minimum of five years.,3083,agree
"In November 2013, four Somali-Kenyan herdsmen from northeast Kenya successfully used persistence hunting in the heat of the day to capture cheetahs who had been killing their goats.",3084,agree
A jury acquitted him of the charge of committing a public nuisance offence.,3085,agree
He received a standing ovation from the Manchester faithful at the start of the event when he was introduced to the crowd.,3086,agree
Samoa is the first country in the 21st century to switch to driving on the left.,3087,agree
"According to Conte, these nutritional supplements, provided via his company Scientific Nutrition for Advanced Conditioning, are perfectly legal.",3088,agree
The crime inspired a wave of copycat poisonings.,3089,agree
Environmental organizations criticized the trade and expressed doubts that Japanese markets could absorb the increase in supply as thousands of tonnes of whale meat remained in cold storage in Japan.,3090,agree
He teamed up again with former manager Walter Smith.,3091,agree
"The paper also had to pay £300,000 in legal costs.",3092,agree
Steyn now had match figures of 10–154.,3093,agree
"Even then, he played the final black in a nonchalant fashion.",3094,agree
"Shortly afterwards, it was confirmed that Pršo could play on for a minimum of one season.",3095,agree
"A 2002 report by Health Minister Fernando Carbone would later suggest that Fujimori was involved in the forced sterilizations of up to 300,000 indigenous women from 1996 to 2000, as part of a population control program.",3096,agree
"The festival is paid for by the local government in Breda, a city in the south east of the Netherlands.",3097,agree
Al-Faqih was convicted in 2006 of possessing documents related to terrorism.,3098,agree
"In 1998, 3,000 CCTV systems were in use in New York City.",3099,agree
He was challenged all the way but he held off strong competition from Kenya's Mike Kigen.,3100,agree
"Under Ford's ownership, Jaguar never made a profit.",3101,agree
"For this, she was officially expelled from the SNP on 28 January 2003.",3102,agree
His vehicle was later sold to Mercedes-Benz.,3103,agree
"The statement was met with wide-scale ridicule from fans and former professionals, and gained nationwide media attention.",3104,agree
The explosion killed one and injured three.,3105,agree
"A comprehensive archaeological survey, using advanced technologies, has concluded that the Ming walls measure 8,850&#160;km (5,500&#160;mi).",3106,agree
It would be the last time he played the Doctor and his last acting role before his death in 1975.,3107,agree
"Also, they stated that the reactors were examined every three years as part of ""statutory outages"".",3108,agree
She has been described as having been extremely influential in Rwandan politics.,3109,agree
"As the tourist vehicle departs, the Bannermen arrive to hunt down the fugitive, and they kill the tollmaster.",3110,agree
Two Uzbek security guards were killed in both bombings.,3111,agree
In the summer of 2004 Hamilton gave the club a year's notice to quit the ground.,3112,agree
"More than 55,000 people have been killed in the past 27 years.",3113,agree
"The euro (along with other major currencies, such as the US dollar and the British pound) can be used to pay for goods and services in many shops related to or situated near tourist hotspots, as well as in some major supermarkets.",3114,agree
Helens in the Grand Final elimination clash at Langtree Park to book the Warrington Wolves a place at the Grand Final.,3115,agree
"The work was under the threat of being sold in 2005, but the plan was eventually scrapped, recognising the piece's national significance.",3116,agree
This led to his being virtually ostracised by the British tennis establishment.,3117,agree
The circumciser is not required to be a Muslim.,3118,agree
"Porsche formally announced in a press statement that it did not intend to take over Volkswagen Group, setting its offer price at the lowest possible legal value, but intended the move to avoid a competitor taking a large stake, or to stop hedge funds dismantling Volkswagen Group, which is Porsche's most important partner.",3119,agree
"The Scottish executive debunked the report as ""misleading"".",3120,agree
A total of 21 people died as a result of their injuries in these blasts.,3121,agree
"He resigned on 19 August 2007 due to the pressures of the job, and because he believed it to be the correct decision for him and his family.",3122,agree
"Justice Sullivan granted an application by Jacob O'Callaghan, a London resident, to quash the Charity Commission's order authorising a 125-year lease of the entire building to Firoka Ltd.",3123,agree
The duke's entourage emphatically denied he knew of the situation.,3124,agree
Note that the A-Level points system changed in 2006 and results from before then cannot be compared with present results.,3125,agree
"Thus, Radio Maryja is not required to disclose the exact sources of its financing or enterprises, and does not pay taxes.",3126,agree
"It was constructed by Alan Smith, a British goldsmith from London whose father, Frank, was a member of one of the aircrews who took part in the bombing of Dresden.",3127,agree
"In June 2007, she gave birth to her third child, daughter Princess Tiaamii Crystal Esther Andre.",3128,agree
It is also the most popular programme on Radio 4 and one of the BBC's most popular programmes across its radio networks.,3129,agree
"A proposed revision of the name is Launt, which would be pronounced in the same way.",3130,agree
"According to the BBC, the circle symbol both represents togetherness (unity) and acts as a link to the classic globe icon used for 39 years.",3131,agree
"In January 2015, it was announced that Exeter Cathedral had launched a bid to restore the baths and open an underground centre for visitors.",3132,agree
"Although, in August, United beat Arsenal 8–2 at Old Trafford, marking one of Ferguson's biggest wins against a champion of the Premier League.",3133,agree
"In 2008, a bronze statue of an ox was unveiled outside of what would have been the west stand.",3134,agree
"Apart from the damage caused directly by the explosion, around £200,000 of further damage to property in the adjacent Ealing Broadway shopping centre was caused by flooding from a ruptured water main.",3135,agree
"The cause of the hard landing is being investigated, although it is not thought to have been shot down.",3136,agree
"In 2006 Exercise Orpheus was held, involving the closure of both road tunnels for five hours.",3137,agree
Cleveland Police favours merging with the southern area of Durham Constabulary.,3138,agree
"The book was heavily promoted as part of the former president's personality cult, and knowledge of the Ruhnama is required even for obtaining a driver's license.",3139,agree
"The Congress had been doing poorly in Uttar Pradesh, holding only 10 of the 80 Lok Sabha seats in the state at the time.",3140,agree
"Influenced by Flamsteed's project to compile a catalog of northern stars, Halley proposed to do the same for the Southern Hemisphere.",3141,agree
"According to al-Waleed, the magazine used an ""irrational and deeply flawed valuation methodology, which is ultimately subjective and discriminatory"".",3142,agree
Prince Harry was ten weeks into a front-line deployment in Afghanistan that was subject to a voluntary news blackout by the UK press.,3143,agree
The People's Alliance for Democracy seized the control tower at 12:00.,3144,agree
"Rowling can be achieved only at the expense of other writers"".",3145,agree
"One reason for this action may have been the fear of international pressure and the direct US support of the Sri Lankan government as part of the ""war on Terror"".",3146,agree
"In 2002, a survey by major motoring organisations rated the tunnel's safety record as ""very poor"", and concluded it was one of the least safe tunnels in Europe.",3147,agree
"Whilst the study originally looked into the aviation marketing implication of runway length, airport management have now denied that the extension is for the use of heavier aircraft in the future, stating that the resurfacing and extension are to comply with the latest international safety standards.",3148,agree
"Ultimately though, pressure from the supporters who had been calling for the managers removal for months resulted in his resignation as manager on 29 September 2012.",3149,agree
Moroccan officials said five security personnel had been killed in the unrest.,3150,agree
"The killings led some to label Sharon ""the Butcher of Beirut"".",3151,agree
Newspapers and television channels praised the government for its bold decision; editorials were full of praise for the country's leadership and advocated the development of an operational nuclear arsenal for the country's armed forces.,3152,agree
Boko Haram claimed responsibility.,3153,agree
"Construction work was delayed considerably, and anti roads protesters gained large amounts of publicity.",3154,agree
Britain handed control of Basra to the United States Armed Forces.,3155,agree
"They don't so much begin and end as ebb and flow in a way that, historically, seems to have bewildered at least as many listeners as it's beguiled"".",3156,agree
Israel maintains that international conventions relating to occupied land do not apply to the West Bank because they were not under the legitimate sovereignty of any state in the first place.,3157,agree
The company's share price had fallen 44% in 2014.,3158,agree
"Thus the poem merely implies that there may, or may not, have been a divine visit, when there was briefly heaven in England.",3159,agree
"A letter from the Department for Education that suggested the Secretary of State had considered his case and found that although his past actions had been unwise and unacceptable, he had undertaken teaching work to good effect since.",3160,agree
"In 2005, when work began for the redevelopment of the Dome, the London Arena hosted the event again.",3161,agree
"Onshore depositors have been refunded in full, regardless of what the compensation limit of that country has stated.",3162,agree
About 400 Chongroyn supporters scuffled with police after they gathered in protest at what they called an act of political suppression and racial discrimination.,3163,agree
"In the UK some local councils have set up ""cold caller exclusion zones"" to prevent doorstep fundraisers.",3164,agree
"Fossil records show that some other now-extinct mammal groups also had the dental venom delivery system, indicating that the solenodon's most distinct characteristic may have been a more general ancient mammalian characteristic that has been lost in most modern mammals and is only retained in a couple of very ancient lineages.",3165,agree
The victory allowed Italy to progress to the semi-finals of the tournament for the first time in their history.,3166,agree
"On screen an explosion ripped through the school at the end of Series 25; during Series 26 tarpaulins covered most of the new ""school"" to mask the ""fire damage"".",3167,agree
Contaminated material is stored in a specially-designed building on the site.,3168,agree
"During clashes in the Forward Defence Lines, separating their forces, both sides exchanged heavy artillery fire, after which military incursions followed.",3169,agree
"In 1994, the usage of percussion instruments was first permitted, alongside the existing keyboard, string, brass and woodwind categories.",3170,agree
"As such, Japanese hip-hop music is often praised for its mature and culturally relevant lyrics.",3171,agree
The protest was rejected by UEFA on August 24 as Maribor did not submit it within twenty-four hours of the match.,3172,agree
The president promulgated the law on 3 May 2013 and it took effect on 5 August.,3173,agree
Liddell-Grainger's spokesman commented that the e-mails had been sent to test the data that the website was judging him on.,3174,agree
"In October 2014, at least 43 people were killed as a result of snowstorms and avalanches on and around Annapurna, in Nepal's worst ever trekking disaster.",3175,agree
"She was described as ""world-class"" by Chelsea coach Emma Hayes, who previously worked with Carney at Arsenal and Chicago Red Stars.",3176,agree
"On retaliating, he was sent off, prompting more pitch invasions which led to the match being abandoned.",3177,agree
"It became the official opposition in 1999, a minority government in 2007 and a majority government from 2011.",3178,agree
"And, on the day of his return to Ireland, local pubs dropped the price of beer to that of 1956.",3179,agree
"In the UK, councils are currently lobbying for street fund-raisers to be licensed to limit their numbers.",3180,agree
Modrić signed a five-year contract with the Spanish club.,3181,agree
He was previously a member of the Agriculture Select Committee.,3182,agree
The winner is 'the last man standing'.,3183,agree
"In November the planned retirement of the Trislander fleet was made public, with the last day of operations to be 4 December.",3184,agree
This demoted him from 2nd to 4th on the grid.,3185,agree
Some parts of the plant are being entered for the first time in 50 years.,3186,agree
This increase in population also appears to be affecting woodland ecosystems.,3187,agree
Passenger numbers had never recovered following a crash that killed 113 in 2000.,3188,agree
"General Alexander Aleo, an Army officer.",3189,agree
Linn's body was found in a tent.,3190,agree
E-Clear hence held a greater amount of money paid through them to Globespan.,3191,agree
"O'Sullivan was leading, but Walden pulled back four frames in a row to win the match.",3192,agree
"Due to his attire, he was dubbed the ""man in black"".",3193,agree
"Apart from rallies, usually funded and organized by Iran itself, in various capital cities, the ritual never took root among Muslims at large.",3194,agree
"Terrible state of the roads"".",3195,agree
Stanisław Dziwisz later said that John Paul II had been injured during the attempt but managed to hide a non-life-threatening wound.,3196,agree
"One of the locals, a servant of Sinclair was said to have killed Mullach by ""cutting a button from his master's coat and firing it from a musket"".",3197,agree
A demonstration took place to restore the route during the month when the route changed.,3198,agree
"He won the fight, stopping Fielden in the second round.",3199,agree
"I finished it and, upon the kind of revelation that you get at the end, I immediately wanted to go back and re-visit it, to take a look at what clues I could have gotten throughout"".",3200,agree
"He went for a straightforward profit and loss approach and some claim we are still reeling from that today"".",3201,agree
"On 4 February 2014, the Scottish Parliament overwhelmingly passed legislation legalising same-sex marriage.",3202,agree
"This system was first launched in December 2007, becoming permanent in February 2008, and has undergone a few aesthetical changes since then.",3203,agree
He acknowledged that the way in which staff were told about the ruling may have been better handled.,3204,agree
"The details of the settlement were not made public, but Crusaders said that it had the ""potential to benefit the entirety of the football family"".",3205,agree
Tashkent denied the accusations.,3206,agree
"Peter's Kirk) is one of the older churches in Scotland, dated to at least 1125, and at one time it was the principal church for the county, administered by the Bishops of Caithness.",3207,agree
It may have been built on the site of a Roman fort.,3208,agree
His achievements also earned him the Championship Manager of the Year award.,3209,agree
"On 6 December 2011, following a run of bad home form the club announced he had been relieved of his duties.",3210,agree
It was partially destroyed by a fire that started in a plastics factory in the early hours of 28 April 2007.,3211,agree
"However, the record company was persuaded to let the group release one more single from the album.",3212,agree
Their offspring will not be recorded in the Jersey herd book.,3213,agree
"The amended code forbids usage in clothing below the waist and on undergarments, and forbids embroidering onto pillowcases, handkerchiefs or other dress material.",3214,agree
"On the other hand, jokes poking fun an one's own ethnicity are sometimes considered acceptable but Christie Davis challenges this notion of there being an innocuous ethnic joke.",3215,agree
The fire services blame an electrical fault.,3216,agree
"His great-grandson, David Mazower, is a writer, as well as a BBC Journalist.",3217,agree
His first staff appointment was at HQ Northern Ireland.,3218,agree
"He was a member of a notorious gang, the Mus Love Crew.",3219,agree
"He appeared at Highbury Corner Magistrates' Court in London on 30 December 2014, where he pleaded not guilty and was given conditional bail to appear for trial.",3220,agree
"Some Jewish groups have expressed disappointment at the ambiguity of his apology, because he failed to address the consensus opinion about the Holocaust.",3221,agree
Colonel Joseph Disalvo stated that the explosion took place in a building adjacent to the mosque.,3222,agree
"He also ended up naked in front of Tyler’s girlfriend through no fault of his own and took part in a pub quiz in which £10,000 of his money was up for grabs.",3223,agree
Nehru was then at the peak of his popularity in India; the only (minor) criticism came from the far-right.,3224,agree
"His first marriage ended in divorce, with his ex-wife subsequently moving to Canada.",3225,agree
"It has been claimed that the 2014 changes have handed control to the so-called 'Big Three' nations of England, India and Australia.",3226,agree
It is listed as a mural that comes with a house attached.,3227,agree
"He also criticises the increasing American domination of the event and commercialisation, arguing that by its fourth year MOBO stood for ""music of big organisations"".",3228,agree
It is the first time since the start of multi-party democracy in 1991 that a ruling party has been forced into a coalition through not winning enough seats on its own.,3229,agree
In March 2010 The High Court in Dublin ruled that Quinn Insurance should be placed into administration.,3230,agree
"A man who got into the taxi pressed a handgun to the driver's head and pulled the trigger, but the gun jammed and he managed to flee.",3231,agree
"On 4 April they admitted that this statement had been made without consulting the actor, and were forced to apologise.",3232,agree
"Producer Innes Lloyd appeared to concur, admitting ""it did look like something from a '50s American 'B' movie"".",3233,agree
The document also complained that the report had been inappropriate in tone and might damage Sony's brand name.,3234,agree
"It has previously traded in other European countries, but has disposed of these as the parent company refocussed.",3235,agree
"Two families were provided with temporary accommodation, and twenty-three hire boats were also affected with cranes being brought in to help them back to their bases.",3236,agree
You will wish to make your dispositions accordingly.,3237,agree
"News of the sacking was widely known around the ground before the final whistle, before even Jol had become aware of his fate.",3238,agree
All five crew-members are killed.,3239,agree
"In fact, teachers at a primary school in the UK have been told not to mark children's work in red ink because it encourages a ""negative approach"".",3240,agree
"Volcanologist Bernard Chouet said that, ""the volcano was screaming 'I'm about to explode'"", but the scientists who were studying the volcano at the time of the eruption were not able to read this signal.",3241,agree
"In 2010, it was announced that no further episodes would be made following lukewarm reception to the first series.",3242,agree
"The car also topped a similar list for 2005, this list being published in December 2006.",3243,agree
"However, they are in urgent need of restoration and have been placed on English Heritage's at Risk Register.",3244,agree
This announcement caused much controversy.,3245,agree
"After the mass arrests in the late 1980s, the group slowly faded into insignificance.",3246,agree
This segregation has been identified as a problem for racial integration within the town.,3247,agree
The construction of this stand was assisted by the sale of some land to allow the construction of student flats which now lie behind the stand.,3248,agree
Cullum ended 2003 as the UK's biggest selling jazz artist of all time.,3249,agree
"According to the government, this was due to ongoing criminal investigations.",3250,agree
"The inquest was adjourned until 28 April 2010, where McQueen's death was officially recorded as suicide.",3251,agree
"However, Concorde's high noise levels around airports, time zone issues, and insufficient speed meant that only a single return trip could be made per day, so the extra speed was not an advantage to the airline other than as a selling feature to its customers.",3252,agree
On the whole the campaign was a costly enterprise with limited benefit for the victor.,3253,agree
"However, these are no longer commonly found in circulation.",3254,agree
"According to official statistics, gang violence in Lagos resulted in 273 civilians and 84 policemen killed in the period of August 2000 to May 2001.",3255,agree
"The Territorial Army was renamed under that plan, becoming the Army Reserve.",3256,agree
"Roughly one in 1000 people of European ancestry have this inherited mutation, but it is rarer in other populations.",3257,agree
"Fraudsters may sometimes turn up a few years after disappearing, claiming a loss of memory.",3258,agree
Orwell made several broadcasts here from 1941 to 1943.,3259,agree
"The report also contained the ""devastating"" conclusion that Evans had probably killed his wife.",3260,agree
"Terence Price, future scientific advisor at the Ministry of Defence in the 1960s, pointed out ""the word folly did not seem appropriate after the accident"".",3261,agree
"In particular, calls made on two mobile phones which were tracked from south of the Irish border to Omagh and back on the day of the bombing, were considered of vital importance.",3262,agree
"Among the charges was that he had claimed rent on a flat in Westminster which he in fact owned, using a fake tenancy agreement.",3263,agree
"On 23 August 2004 it was announced that Sturrock was leaving the club 'by mutual consent', after a disappointing run of form and rumours of player unrest and boardroom dissatisfaction with his management.",3264,agree
These buckets are placed on the detainee's head and he is made to run around in circles until he agrees to confess the oath.,3265,agree
He suggested that the problems could be tied to repression of the past and colonial practices.,3266,agree
The focus then shifted to the return leg along Garvaghy Road.,3267,agree
"The music was never recorded, but it has been accurately reconstructed.",3268,agree
"The company’s chairman, Peter Löscher, said that ""Siemens was ending plans to cooperate with Rosatom, the Russian state-controlled nuclear power company, in the construction of dozens of nuclear plants throughout Russia over the coming two decades"".",3269,agree
He said that he had not meant for the re-enactment to have been an insult to the Japanese.,3270,agree
"These attacks resulted in the deaths of 221 people (including the 15 hijackers) on board the three planes as well as 2,731 more in and around the targeted buildings.",3271,agree
"Costs increased rapidly, the Newbury bypass being 50% over budget and many other schemes showed increases of 100%.",3272,agree
"The exact distribution of wealth and precise weight of influence are difficult to gauge, but most of the country's richest men were afraid to cross the Yanukovich family, even in cases where their own economic interests favored an economically pro-EU Ukraine.",3273,agree
The failure originated in mainland Tanzania.,3274,agree
"Coastguards dismissed the claims as ""scaremongering"".",3275,agree
"He was the second-to-last survivor of those involved in the plot and died on 1 May 2008, aged 90.",3276,agree
Hundreds of people watched the ceremony.,3277,agree
"The arrest was first reported in the press on 16 December 2005, in response to which Langham's lawyer read a statement in which he said that he was innocent, and pointed out that he had not been charged.",3278,agree
"The player selected to be ""it"" then chases the others, attempting to get close enough to ""tag"" one of them (touching them with a hand) while the others try to escape.",3279,agree
"Although the claim was untrue, according to tabloid reports that are widely cited, Jackson disseminated the fabricated story himself.",3280,agree
"The BBC describes Jumblatt as ""the leader of Lebanon's most powerful Druze clan and heir to a leftist political dynasty"".",3281,agree
Subsequent appeals were heard in Scotland.,3282,agree
"Although it was not made public at the time, the items recovered from the school grounds were clothes matching those the girls were last seen wearing, including their Manchester United shirts.",3283,agree
"At once both beautiful and startling, it is a song that sounds like a held breath, never letting slip the power that swells within it"".",3284,agree
Conviction for possession of a document containing information likely to be useful to a person committing or preparing an act of terrorism carried a maximum ten-year jail sentence.,3285,agree
"Stephen Chan, had only allowed the jury to return either a verdict of lawful killing or an open verdict.",3286,agree
"The BBC meanwhile reports that in 2007, 341 soldiers committed suicide, a 15% reduction on the previous year.",3287,agree
"Partizan's victory is, to date, one of only three occasions in the history of European competition where a team has overturned a four-goal first-leg deficit.",3288,agree
In Cornwall the jam is spread first with a dollop of cream.,3289,agree
In January 2010 the new £60 million college campus was unveiled.,3290,agree
He remained with the club on the coaching staff before leaving in October 2000 to pursue business interests.,3291,agree
"The success of the Anka version prompted Bowie to write ""Life on Mars?"" as a parody of Sinatra's recording.",3292,agree
"The assessment of pupils' attainment will change, with 'National' qualifications replacing most Standard Grade and Intermediate Grade qualifications.",3293,agree
"Under this agreement, the US-based Campbell Soup Company continued to produce Campbell's Condensed Soup but could not sell the product in the UK for a further five years.",3294,agree
"The report stated that it was widely known at the hospital that Savile was a ""sex pest"", and that 10 complaints had been made at the time, but no action was taken.",3295,agree
He himself was interned as an enemy alien after trying to arrange for the release of his father.,3296,agree
"Four camps were set up on the island including a replica of the original 1907 camp, and hundreds of Scouts and Girl Guides from 160 countries travelled to the island to take part in the celebrations.",3297,agree
Their report concluded that 30% of the exile groups who received USAID grants showed questionable expenditures.,3298,agree
"However, these attempts to reconcile known facts with legend are both weak; in the era of the earliest accounts, the word ""naked"" is only known to mean ""without any clothing whatsoever"".",3299,agree
Heseltine was thought by many pundits to be on course to beat her in the second ballot as many Conservative MPs were now rumoured to be ready to switch support from Thatcher and only 27 would had to have done so to give Heseltine the overall majority he would need in the second ballot.,3300,agree
"He estimates that this will save the organisers £500,000.",3301,agree
A conversion in accordance with the process of a denomination is not a guarantee of recognition by another denomination.,3302,agree
"On 23 October 2013, Holloway left his post as manager on mutual consent terms.",3303,agree
Production transferred to other plants in England and Poland.,3304,agree
His mother was initially denied a visa but was able to join him and his father in London shortly afterwards.,3305,agree
"Before leap seconds were conceived, the final pip was the same length as the others.",3306,agree
In July 2016 it was confirmed that a new class of submarine would be built retaining the United Kingdom's nuclear deterrent and replacing the current fleet of four Vanguard-class submarines.,3307,agree
"Turabi spent 16 months in prison from 2004 until 28 June 2005, during which time he spent several weeks on hunger strike.",3308,agree
"He emphasised, however, that he was not trying to stop any debates from being broadcast.",3309,agree
"Popiełuszko's murderers – Captain Grzegorz Piotrowski, Leszek Pękala, Waldemar Chmielewski and Colonel Adam Pietruszka, responsible for giving the order to kill – were jailed but released later as part of an amnesty.",3310,agree
"After Ms Lumley pursued him around the studio, the pair held an impromptu press conference in which she pressured him into agreeing to further talks over the settlement rights of Gurkhas.",3311,agree
"In spring, the water is drained away to enable the land to be used as pasture during the summer.",3312,agree
It was announced on 7 December 2007 that the club had secured an option to purchase the site – a major breakthrough in the club's plans to relocate.,3313,agree
At that meeting Danneels advised the victim to delay a public statement until Vangheluwe had retired.,3314,agree
"In 1999, she was named BBC Personality of the Year.",3315,agree
"They felt the new contract signed in the summer for Honda to supply engines to BAR was not definitive, and thus Button was free to move.",3316,agree
"Said to be a sign of commitment and togetherness, meshing is also seen by some as an attempt to banish what might be considered a ""sexist"" tradition of a woman taking her husband's name when she marries.",3317,agree
This vote was later declared invalid as the number of votes recorded exceeded the number of people present at the meeting.,3318,agree
"If an agreement could be made, Morrissey would be writing the song for someone else, rather than performing it himself.",3319,agree
"In 2011 Brown stated he had wanted the details of his son's condition kept private and that the publication had left him ""in tears"".",3320,agree
"His death was shocking to many Angolans, many of whom had grown up during the Angolan civil war and witnessed Savimbi's ability to successfully evade efforts by Soviet, Cuban and Angolan troops to kill him.",3321,agree
Only 8 out of 21 sailors survived to be rescued by other ships.,3322,agree
"However, prion replication has been shown to be subject to mutation and natural selection just like other forms of replication.",3323,agree
