Headline,Body ID,Stance 
"Consequently, she has argued in favour of British withdrawal from the European Union, becoming one of the leading Eurosceptic figures in the Labour Party.",4845,agree
"The BBC's Projected National Vote Share was 31% for Labour, 30% for the Conservatives, 15% for the Liberal Democrats and 12% for UKIP.",4846,agree
"I am standing to give Labour Party members a voice in this debate"".",4847,agree
The calendar features photos from White's career and with various animals.,4848,agree
"That man is exactly how Thomas would sound!"" Bellis accepted the role.",4849,agree
"Wareing denounced his de-selection as the work of a ""New Labour Mafia"", announcing his intention to seek re-election as an independent, and resigned the Labour whip.",4850,agree
"In September, she was named Best Actress at the TV Quick and TV Choice Awards.",4851,agree
The play was also nominated for Best New Play and Best Set Designer.,4852,agree
"In the speech, he set out Labour's thinking and priorities in key areas, as well as encouraging Labour MPs who had refused to serve under Corbyn to return.",4853,agree
After the strike large numbers of collieries were closed.,4854,agree
It is believed to have killed and eaten at least 35&#160;people in a series of incidents covering several villages in the Rufiji Delta coastal region.,4855,agree
"The film, involving stunts never seen before in the cinematic history of Bollywood, became the most expensive Hindi film ever produced at the time.",4856,agree
"In the 21st century, Dalits have been elected to India's highest judicial and political offices.",4857,agree
"The incentive would cost the Northern Ireland Executive £480m over 20 years, and was marred by allegations of fraud, which were not acknowledged or acted upon by Foster or the DUP.",4858,agree
This Parliament was dissolved on 8 April 1997.,4859,agree
"His decision not to attend the opening ceremony was not an act of protest, but rather was made several weeks in advance and not intended as a stand on principle.",4860,agree
"Whilst McDonagh did not state that she wanted Brown deposed, she implored the Labour party to hold a leadership election, she was sacked from her role shortly afterwards.",4861,agree
"Brown later referred to the call for a secret ballot as a ""form of silliness"".",4862,agree
"When that happens, then the government should explain why it's ignoring the particular advice"".",4863,agree
He stood down at the General Election in May 2015.,4864,agree
"In 2011 Brown stated he had wanted the details of his son's condition kept private and that the publication had left him ""in tears"".",4865,agree
He is no longer a consultant psychiatrist within the NHS and has been reported to the General Medical Council (GMC).,4866,agree
"It is alleged that Peter pressed his wife to return this money – however, he did not inform the proper authorities about the large monetary transactions, which is a breach of his duty and responsibility as First Minister of Northern Ireland.",4867,agree
She acted as the DUP health spokesperson.,4868,agree
"Later that day Robinson's solicitors said he was thoroughly satisfied that he had at all times acted properly and fulfilled all requirements, and would robustly challenge any allegation to the contrary.",4869,agree
Robinson was later photographed wearing a beret at an Ulster Resistance rally.,4870,agree
"Having recently suffered a heart attack, he has stated his health is not the main reason behind his decision to stand down.",4871,agree
Robinson resumed his duties on 20 October 2015.,4872,agree
Dissolution of the 52nd Parliament was on 14 May 2001.,4873,agree
"Farage, when asked what he thought about the incident, called the protesters ""scum"".",4874,agree
He was also charged with threatening to kill an AAIB official involved in the investigation into the accident.,4875,agree
I will have to step down.,4876,agree
"The Electoral Commission said that the gifts should have been also declared in the UK within 30 days of receipt, and then stated they were considering whether to take action against him after they reviewed all necessary information supplied to them.",4877,agree
Two hundred protesters heckled and booed him.,4878,agree
"His argument is that ""a one-size-fits-all interest rate"" cannot work for countries with structurally different economies, often using the example of Greece and Germany to emphasise contrast.",4879,agree
"We will continue to campaign to end fracking and only celebrate when our world is on the path to a clean energy future"".",4880,agree
His estranged wife subsequently accused him of having had several extramarital affairs and alleged he had a habit of drinking heavily.,4881,agree
"This was to be one of his last public appearances, as the following year saw a decline in his health.",4882,agree
"We have lost a major figure from our political landscape"".",4883,agree
"Will you marry him?"" She said she would have done but was in love with someone else.",4884,agree
"In January 1972 it was officially confirmed that unemployment had risen above 1,000,000 – a level not seen for more than 30 years.",4885,agree
John's Wood Synagogue.,4886,agree
"In doing so they defied the party's leadership, which had ordered MPs to abstain.",4887,agree
"However, the Conservative government's majority had come down from 144 in 1983 to 102.",4888,agree
"In secret, Labour's aim became to secure second place.",4889,agree
"After discovering that Soames was claiming tax relief on a ""three-tier mahogany buffet with partially reeded slender balustrade upright supports"" on this basis, but without making any arrangements for the furniture to be inspected by the public, Thomas invented a 'National Soames Day' on which hundreds of people made appointments to see the furniture.",4890,agree
"However, unknown to Soames, he was actually speaking to Campbell's young son.",4891,agree
"When she first sought the candidature for Billericay, she claimed to have been born in 1941 rather than 1931, believing this would increase her chances.",4892,agree
"The original case lasted ten years, making it the longest-running court action in English history.",4893,agree
He was given a job co-ordinating the Labour party's 2001 general election campaign.,4894,agree
"He was sacked on 10 April 2007, after Fulham went on a seven-game winless run.",4895,agree
"He was released at the end of the campaign, after the expiry of his contract.",4896,agree
"By September 1958, the Conservatives had moved ahead of Labour in the opinion polls.",4897,agree
"This led voters to doubt Labour's spending plans, and is usually cited as a key reason for their defeat.",4898,agree
"Green came to national prominence in November 2008 after being arrested and having his parliamentary office raided by police, although no case was brought.",4899,agree
They will not.,4900,agree
That ritual is now a thing of the past.,4901,agree
"According to his own words he ""was entitled to two or three days of private life"".",4902,agree
The elections will be held on May 10.,4903,agree
"Nikolić was later chosen as parliamentary speaker, supported by the DSS amidst a deadlock in coalition talks.",4904,agree
They divorced in 2003.,4905,agree
Liz Davies simultaneously went public regarding the concerns she had previously raised while working for the Council.,4906,agree
"However, the committee found that the three used this communication allowance improperly as part of Plaid's campaigning during the elections as the adverts were placed in publications with a circulation outside of their respective constituencies.",4907,agree
"Avianca and TACA Airlines operated a combined fleet of 129 aircraft, serving over 100 destinations in several countries in America and Europe.",4908,agree
He went on to host more than 30 different quiz shows on British television.,4909,agree
He won a contract with the BBC after his unwitting RAF group captain signed a letter that Monkhouse had written telling the BBC he was a war hero and that the corporation should give him an audition.,4910,agree
"On Monkhouse's death, the books were bequeathed to Colin Edmonds.",4911,agree
"Listing her reasons for rejoining the Tories, she highlighted Theresa May's education speech on 9 September as evidence that the prime minister ""leads a party with a real commitment to delivering for the next generation and building a country that works for everyone"".",4912,agree
"On 10 September 2016 she announced she was re-joining the Conservative Party ""with tremendous pleasure"" and would sit on the Conservative benches in the House of Lords.",4913,agree
The following day he announced his resignation as deputy speaker and denied any wrongdoing.,4914,agree
He died on April 27.,4915,agree
"In 1989, Deeds's brother, Karl Deeds, traveled to Cambodia in attempts to find his brother's remains, but was unsuccessful.",4916,agree
"The economic and social benefits thus brought to all the people of Scotland, and especially those in rural areas, were immense and long-lasting.",4917,agree
The Inverclyde MP was the first minister to resign after rebel MPs began calling for a leadership contest.,4918,agree
She died on 29 May 2005.,4919,agree
His Conservative Party spokesperson subsequently said that this was a regular arrangement for Cameron at the time.,4920,agree
"He has urged politicians to concentrate more on improving people's happiness and ""general well-being"", instead of focusing solely on ""financial wealth"".",4921,agree
It concluded that Cameron was ultimately responsible for this British policy failure.,4922,agree
Whilst serving as an MP he had a reunion with a half-brother he had not known due to the latter's adoption.,4923,agree
Shortly after this the Labour Party NEC's Special Endorsements Panel barred him from standing for election as a Labour Party candidate.,4924,agree
"Among the charges was that he had claimed rent on a flat in Westminster which he in fact owned, using a fake tenancy agreement.",4925,agree
Cries of 'shame' echoed around the chamber and Labour MP Jamie Reed said that the perpetrator should be 'named and shamed' for raising the objection.,4926,agree
"The whole operation had involved more than 1,000 officers.",4927,agree
"On 10 October 2007 he announced that he would step down as chairman because ""there are not enough hours in the day"".",4928,agree
"I believe I can"".",4929,agree
"Liberal Democrat, Labour and Conservative committee members all stated that no threats were made.",4930,agree
"Mr Dismore failed to declare this interest on a number of Parliamentary Questions and Early Day Motions, despite providing this information on the register of members’ interests.",4931,agree
"The proposals included a new regulatory body to oversee the industry, a new complaints process for debtors and clear fees so that people know what bailiffs can charge.",4932,agree
He acknowledged that the way in which staff were told about the ruling may have been better handled.,4933,agree
This was the only seat in which an incumbent Labour MP who stood for re-election lost to a Conservative candidate at that election.,4934,agree
The goal is to create content that can be used in a court of law to prosecute perpetrators of atrocities and human rights abuses.,4935,agree
"He stated that in his view, it is the parents themselves who make the difference, not their marital situation.",4936,agree
"According to spokesmen for the military, the Ugandan army killed Lukwiya on 12 August 2006.",4937,agree
"His older sister, Gabriela Lakot, still lives in Odek.",4938,agree
"The colder climate is proposed to have caused the wood used in his violins to be denser than in warmer periods, contributing to the tone of his instruments.",4939,agree
"Fabricant is easily recognisable in the Commons with his bright blond hair, which sketchwriters and fellow Members of Parliament have frequently suggested is a wig.",4940,agree
The MP later claimed he was acting in self-defence.,4941,agree
"In November 2007, the newspaper claims Morley 'flipped' his designated second home from his Scunthorpe property to his London flat, and for four months the two men claimed expenses on the same property.",4942,agree
"On 20 May 2011, Morley was sentenced to 16 months imprisonment on two counts of false accounting.",4943,agree
"Mates described the 18 months between the allegations and his vindication as ""a nightmare"".",4944,agree
"The scheme sought to ""turn around"" 120,000 households at a cost of around £400&#160;million.",4945,agree
They then faced trial and were convicted for the murder.,4946,agree
"In 1999, Watts-Russell sold his share in 4AD back to the Beggars Group (as it had by then become), but the label continued to release music and add new artists to its roster.",4947,agree
The document also complained that the report had been inappropriate in tone and might damage Sony's brand name.,4948,agree
On 5 August 2015 the Malaysian government confirmed a flaperon from a 777 found washed up on Réunion Island belonged to Flight 370.,4949,agree
"However, the idea of a flat tax was not included in the 2010 Conservative Party manifesto.",4950,agree
"After Osborne spoke in an interview about his own ability to recall odd facts, a host suggested to him that he may have been ""faintly autistic""; he responded by saying that ""We're not getting onto Gordon Brown yet"".",4951,agree
"Osborne said he had received ""flawed"" advice and not benefited personally.",4952,agree
"I want new challenges"".",4953,agree
Those saving £4000 towards a house deposit were promised an annual £1000 top-up until they reached 50.,4954,agree
Davis lost the match 12–18.,4955,agree
"Johnson reduced Davis' lead to 14–13, but Davis won four of the next five frames to win the match 18–14 and regain the title.",4956,agree
On the second day of the match Davis took ten out of thirteen frames to win 18–11 and claim his fifth world title.,4957,agree
While the Parliament attempts to resolve the issue as a mediator they do resort to legal proceedings if it is necessary to resolve the citizens dispute.,4958,agree
"Despite some MEPs calling for the report to be published, Parliamentary authorities had refused until an MEP broke confidentiality and leaked it.",4959,agree
"He was survived by three children, 14 grandchildren, four great-grandchildren and one great-great grandchild.",4960,agree
Iranian diplomats began working from 16 Princes Gate again in December 1993.,4961,agree
"Nonetheless, the operation vindicated the SAS, which had been threatened with disbandment and whose use of resources had previously been considered a waste.",4962,agree
They demanded the release of Arab prisoners from prisons in Khūzestān and their own safe passage out of the United Kingdom.,4963,agree
"The Iranian government declared that the siege of the embassy was planned by the British and American governments, and that the hostages who had been killed were martyrs for the Revolution.",4964,agree
"An SAS soldier, who was unable to shoot for fear of hitting a hostage or another soldier, pushed the grenade-wielding terrorist to the bottom of the stairs, where two other soldiers shot him dead.",4965,agree
The company rejected the advice but made other changes to its processes and has gone on to prosper.,4966,agree
"However, he was cautious about his team's prospects going into the year, saying: ""We've just got to wait and see what happens with this car, that's the question mark"".",4967,agree
"The complaints were rejected by Israel's Supreme Court, leading to a demonstration by several hundred people in November 2008.",4968,agree
The DSS was unhappy with the direction of the DOS Government policy and split from the coalition in late 2001.,4969,agree
The Lynx is currently deployed to HMS Nottingham.,4970,agree
"Casualties consisted of six American contractors, three Bulgarian pilots – one of whom is executed shortly after the crash – and two Fijian gunners.",4971,agree
All five crew-members are killed.,4972,agree
"She stated that she thought she had been making the payments, and then corrected the issue by becoming current on her contributions.",4973,agree
"Of early 2003 Jones said ""it has been a remarkable journey for me personally and something that I have great pride in, in a sense, that I have been able to lead the party through a very difficult period.",4974,agree
"Jones announced on 13 May 2011, the day he ceased being Deputy First Minister, that he would resign as leader of Plaid Cymru within the first half of the Assembly term.",4975,agree
"An Old Bailey judge described Crane as ""worse than an animal"" after his part in the May 1978 bus stop attack in Bishopsgate.",4976,agree
"Following a BM meeting in May 1978, Nicky Crane and other BM members took part in an assault on a black family at a bus stop in Bishopsgate, east London using broken bottles.",4977,agree
One Pakistani man was knocked unconscious.,4978,agree
"On 20 February 2009, Godmanis resigned as Prime Minister along with the rest of his government amid concerns about handling the economic crisis.",4979,agree
The Ponytail Shape Equation provides an understanding of how a ponytail is swelled by the outward pressure which arises from interactions between the component hairs.,4980,agree
Gary Johnson left the club on 14 November 2011 by mutual consent.,4981,agree
This would allow Mr Hamilton to give evidence in court on statements he made in Commons.,4982,agree
"Fayed was arrested, but the charges were dropped.",4983,agree
"There were fears that Fulham would not return to the Cottage, after it was revealed that Al-Fayed had sold the first right to build on the ground to a property development firm.",4984,agree
"In the years after the dismantling of the shrine, radical Jewish settlers continued to celebrate the anniversary of the massacre in the West Bank, sometimes even dressing up themselves or their children to look like Goldstein.",4985,agree
"The aspect of the challenge concerning competition law, however, was dismissed.",4986,agree
"The details of the settlement were not made public, but Crusaders said that it had the ""potential to benefit the entirety of the football family"".",4987,agree
"Discontented party members set up the Veritas Members' Association to ""put the truth back into Veritas"".",4988,agree
"It is a little-known fact that South African Kwela music though had its roots in Malawi from the Malawian immigrants that went to work in South Africa and fused their music with the local sounds, creating Kwela.",4989,agree
"Malawians working in the mines in South Africa and Mozambique also led to fusion and blending in music styles, giving rise to music styles like Kwela.",4990,agree
Mr Gapes introduced 36 amendments to the EU Referendum Bill of 2013.,4991,agree
Local polls commissioned by the District Councils indicated that approximately 80% of the public were opposed to the formation of the Cornish Unitary Authority.,4992,agree
He is a member of the National Ankylosing Spondylitis Society's experts panel.,4993,agree
"In December 2003 she became Shadow Minister for Home, Constitutional and Legal Affairs.",4994,agree
"I thoroughly agree with her (Cheryl Gillan) that we have ended up with the right line, with the right mitigation"".",4995,agree
The local campaign was later scrapped.,4996,agree
"According to the BBC, Grieve was said to be ""very happy with the move"" which would suit his talents better.",4997,agree
He remained there until leaving office on 14 May 2005.,4998,agree
Johnson additionally announced plans in 2004 to cut domestic violence during pregnancy with the integration of routine enquiries into antenatal appointments.,4999,agree
"The paper also had to pay £300,000 in legal costs.",5000,agree
He was previously a member of the Agriculture Select Committee.,5001,agree
Ashman was subsequently found guilty of attempted murder and admitted to Pennington's manslaughter on the grounds of diminished responsibility in 2003.,5002,agree
"As a result of the attack, Pennington was killed and Jones was severely injured.",5003,agree
"He appeared at Highbury Corner Magistrates' Court in London on 30 December 2014, where he pleaded not guilty and was given conditional bail to appear for trial.",5004,agree
In the film it is the location of the National Brass Band Championships - Yorkshire Area Qualifying Contest.,5005,agree
The work is due to be completed in 2017.,5006,agree
"In addition to finding against Laws with regard to the payment of rent to his friend, the investigation also found irregularities in phone bill and building work expenses.",5007,agree
"Similarly, he visited Korea in 2006 paid for by the government, but failed to declare this when he subsequently signed an Early Day Motion on Korea.",5008,agree
"As she left the court, she was again attacked, this time by Michael Downe; the egg smashed on the back of her head.",5009,agree
"A letter from the Department for Education that suggested the Secretary of State had considered his case and found that although his past actions had been unwise and unacceptable, he had undertaken teaching work to good effect since.",5010,agree
She resigned that position in June 2009 in protest at Gordon Brown's Leadership.,5011,agree
"Many historians, writers, and critics have expressed doubts, however, whether any of these countries would ever emerge as a new superpower.",5012,agree
"In 2000 he resigned, asserting that the Blair Government was failing to pay enough attention to Labour's heartlands.",5013,agree
"Although the full-service carriers had complied within the specified timescales, the low-cost carriers have been less successful in this respect, leading to the prospect of legal action by the OFT.",5014,agree
"Lammy apologised ""unreservedly"" for breaking the rules of the Privacy and Electronic Communication Regulations.",5015,agree
"The consortia will take charge from 2013, although pilots are beginning to start.",5016,agree
Liddell-Grainger's spokesman commented that the e-mails had been sent to test the data that the website was judging him on.,5017,agree
"We will be expecting him to fight for GMP at a national level with the Home Office over resourcing and changes to legislation"".",5018,agree
The goat was always named 'Billy'.,5019,agree
"Carnival Corporation and Carnival plc, jointly own all the operating companies in the Carnival group.",5020,agree
"Peace had been achieved on 23 September by the intervention of the great powers who pushed the two nations to cease fire, afraid the conflict could escalate and draw in other powers.",5021,agree
There have been concerns that lobbying by pharmaceutical companies to mobilise media attention and influence public opinion are attempts to influence the decision-making process.,5022,agree
BAE Systems Plc was the primary contractor.,5023,agree
All the attackers were killed in counter-attacks by forces guarding the compound.,5024,agree
It commented that tougher competition from low-cost airlines and a newly launched high-speed rail network is affecting profitability.,5025,agree
The house where the men had been staying was later destroyed.,5026,agree
"His representatives, seeking for his release on grounds of compassion, said that their client's death was likely to be imminent.",5027,agree
"However, on 1 July Jack Straw did not accept the Parole Board's recommendation and refused parole, stating that Biggs was 'wholly unrepentant'.",5028,agree
"The transfers, which included vulnerable prisoners, were made in order to manipulate prison population figures.",5029,agree
"Her dance routines had been reworked to accommodate her medical condition, with slower costume changes and longer breaks introduced between sections of the show to conserve her strength.",5030,agree
"It generated strong reviews and was successful throughout Australia, Asia, Europe and New Zealand.",5031,agree
"Stewart quipped that John was ""the second-best rock singer ever"", before the two performed a duet on stage.",5032,agree
"They were originally invited to contribute parts to the pop version of ""I'm Gonna Getcha Good!"" which retained the Indian influence.",5033,agree
"Porsche formally announced in a press statement that it did not intend to take over Volkswagen Group, setting its offer price at the lowest possible legal value, but intended the move to avoid a competitor taking a large stake, or to stop hedge funds dismantling Volkswagen Group, which is Porsche's most important partner.",5034,agree
"Reports say that Wali was shot twice with a pistol, once in the head and once in the chest, as he was coming out of the bathroom inside his residence.",5035,agree
"The Bight of Benin's shore soon came to be known as the ""Slave Coast"".",5036,agree
"As part of the move, tickets for the event also became available for the public to purchase for the first time, with 3,000 tickets being sold within the first hour.",5037,agree
"One of the reasons for the move to Liverpool was allow greater numbers to view the show live, as the 10,600-seater venue in Liverpool had a bigger capacity than the NEC.",5038,agree
"Originally the trophy had one plinth, but two more have since been added to create room for more shields.",5039,agree
He was succeeded by deputy leader Steve Elling.,5040,agree
"However, pickers wishing to collect more than this are deemed to be engaging in commercial fishing and are required to obtain a permit from the Inshore Fisheries and Conservation Authority.",5041,agree
"The London match was a fundraiser for earthquake relief, and was the first Super Rugby match ever contested outside of the three participating countries.",5042,agree
An initial fire service estimate was that 90% of the building and 70% of its contents had been saved.,5043,agree
Eyewitnesses said that the fire appeared to have started when a projector exploded in the basement of the Charles Rennie Mackintosh building just before 12:30pm.,5044,agree
"Recently a number of websites have been created to give consumers basic price comparisons for services such as insurance, causing controversy within the industry.",5045,agree
A bill was passed making them compulsory from 1 May 2004.,5046,agree
"O'Leary described Pearson as a ""silly"", adding that Pearson ""hadn't a clue what he [was] talking about"".",5047,agree
"On 19 September 2006, Ellis and his board resigned to be replaced with a new board headed by Lerner.",5048,agree
"Birmingham were relegated at the end of the 2010–11 season, ending this period.",5049,agree
He was later reinstated when the police investigation concluded there had been no wrongdoing.,5050,agree
"Hammond said the Government had ""no choice but to reduce the size of the armed forces – while reconfiguring them to ensure they remain agile, adaptable and effective"".",5051,agree
"This statement was later corrected by the Foreign Office as, according to the Foreign Office, he should have said: ""Looking at all the information available to us, we have been unable to assess that there has been a breach of International Humanitarian Law by the Saudi-led coalition"".",5052,agree
The Police decided after considering the report that Hancock would face no charges in relation to the complaint.,5053,agree
"He campaigned for City Status for Preston, which was successful and awarded to Preston in the Queen's Golden Jubilee Awards in 2002.",5054,agree
"In June 2003, he called for the introduction of ""first time voter packs"" to help to engage young people in the political process.",5055,agree
He married civil servant Heather Rogers in 2004.,5056,agree
"On 5 June 2009, Hutton resigned his Cabinet position and announced his intention to stand down as an MP at the next general election.",5057,agree
"In October 2013 after being removed from his ministerial post in a reshuffle, he announced his intention to step down at the next UK General Election.",5058,agree
"Later that same week, he announced his intention to step down at the next UK General Election.",5059,agree
Mann was national trade union officer for the 1997 General Election.,5060,agree
"Meale denied cronyism, whilst Kleanthos insisted he had not donated to the Labour party and said it was ""a bit racist"" to link his business interests to Greek-Cypriot political lobbying efforts based on his ethnicity.",5061,agree
Following the election Waterson sued Lloyd for libel regarding claims concerning his expenses in a general election campaign leaflet.,5062,agree
"After the subsequent re-questioning of James Murdoch on 10 November 2011, Watson likened him to a mafia boss.",5063,agree
"Watkins claimed that leaflets issued by Woolas falsely portrayed him as taking unlawful foreign donations, and linked him to Muslim extremists.",5064,agree
"After Ms Lumley pursued him around the studio, the pair held an impromptu press conference in which she pressured him into agreeing to further talks over the settlement rights of Gurkhas.",5065,agree
"Woolas said the items were on a receipt he submitted under food claims, but were not claimed themselves, and threatened a newspaper with legal action.",5066,agree
"The court hearing finished on Friday 17 September 2010, with the judges reserving their judgement until 5 November 2010.",5067,agree
This was due to continue until at least 2016.,5068,agree
The atmosphere of the match was dominated by Coventry supporters whistling loudly and chanting anti-SISU protests in the stands throughout the entire 90 minutes.,5069,agree
This protest was a joint effort between Coventry and Charlton fans against their respective owners.,5070,agree
"In the same interview, however, he states that he was worried that the UK will become less of a Christian country and that he believes migration policy should foster the preservation of the Christian heritage of the United Kingdom.",5071,agree
"Carey criticized the British government for seeking to change the definition of marriage to ""a long-term commitment between two people of any sex, in which gender and procreation are irrelevant"".",5072,agree
A date for the trial of an issue was set for 18 April with a directions hearing set for 15 December.,5073,agree
"Mitchell said he was ""bitterly disappointed"".",5074,agree
Another ten were created life peers to enable them to remain in the House.,5075,agree
"Unlike the current flag, it would change to reflect the member states.",5076,agree
It is also the most popular programme on Radio 4 and one of the BBC's most popular programmes across its radio networks.,5077,agree
She was announced as Morgan's successor as Scots Makar in January 2011.,5078,agree
"In a song in 2004, Cookie Monster revealed that, before he ate his first cookie, he believed his name was Sid.",5079,agree
Opira was in his late seventies when he was abducted.,5080,agree
The proposals have divided the local community.,5081,agree
It was brought under control in the early hours of the following morning.,5082,agree
"However, CalMac states that EU equality legislation makes it unlawful to refuse a service to the whole community because of the religious beliefs of a part of it.",5083,agree
"The party does not have any members of the House of Lords, as it advocates abolition of the upper house.",5084,agree
"The results of the elections finally came on March 26, 2010, when Allawi's Iraqiya bloc was declared the biggest winner of the parliamentary election with two seats surpassing Allawi's rival al-Maliki's party in the Assembly.",5085,agree
The find will help fill in an enormous gap in the history of these creatures.,5086,agree
"Some current estimates predict the usefulness of the Aquifer for agriculture to subside and be useless as soon as the early parts of the mid-21st century, leading current farmers to turn away from irrigated agriculture using the aquifer.",5087,agree
"Twelve people were killed and 51 injured, all Pakistanis.",5088,agree
"The bomb was reported to be the most powerful attack of its kind in Karachi, and it left a two-metre crater in the car park and destroyed at least ten nearby cars.",5089,agree
"On 1 September 2007 the Staffordshire Regiment became the 3rd Battalion, Mercian Regiment.",5090,agree
Caesars Palace later released a statement of Angélil's gambling losses and wins with his permission.,5091,agree
"This was part of Platini's plan to increase the number of teams qualifying directly into the group stage, while simultaneously increasing the number of teams from lower-ranked nations in the group stage.",5092,agree
"In an act of contrition, Nintendo gave away free gaming gloves to the victims of these blisters.",5093,agree
"The Stirling Council leader said the study was a ""clear affirmation"" of a business-friendly culture in the city.",5094,agree
"The upright gait would have been much more efficient than the bent knee and hip walking, which would have taken twice as much energy.",5095,agree
This tragedy brought an end to nine years of racing over the Ards road circuit.,5096,agree
"In some cases, he would travel overland by car or train, but the logistics of some matches were such that he would not travel at all.",5097,agree
"These fine touches require much more work than would have been necessary for a simple forgery, and some of the complexities are only visible with modern tools.",5098,agree
This division now forms the core of Psion Plc's business.,5099,agree
"There is a recorded example of a 1930s Electrolux vacuum cleaner surviving in use for over 70 years, finally breaking in 2008.",5100,agree
Classic Gold managing director John Baish later confirmed Blackburn's suspension from the show.,5101,agree
"It was the best-selling UK single of 1988, shifting 750,000 copies.",5102,agree
The campaign was initially unsuccessful and the copyright on many of Richard's early recordings expired in 2008.,5103,agree
The single was featured on playlists until the true artist was revealed.,5104,agree
"To that point Richard had released 47 studio albums, 35 compilations, 11 live albums and 7 film soundtracks.",5105,agree
He strongly denied the allegations.,5106,agree
"Richard subsequently released a statement maintaining that the allegations were ""absurd and untrue"".",5107,agree
"But he said his naming by the media, despite not being charged, meant he had been ""hung out like live bait"".",5108,agree
Legal papers were filed at the High Court in London on 6 October 2016.,5109,agree
"For the 2012 season the capacity has increased again to 1,000&#160;cc.",5110,agree
"In response to the lawsuit, Muddy Waters stated that Sino's bankruptcy protection filing vindicated its accusations since the company would not require bankruptcy protection if it was really generating close to $2&#160;billion in cash flow.",5111,agree
Newcastle lost the game 2–0.,5112,agree
"They went on to enjoy one of their strongest openings to a season, playing 11 consecutive games unbeaten.",5113,agree
"Toshiba announced a new line of stand-alone Blu-ray players as well as drives for PCs and laptops, and subsequently joined the BDA, the industry body which oversees development of the Blu-ray format.",5114,agree
"Toshiba stated that ""substantial doubt about the company's ability to continue as a going concern exists"".",5115,agree
"While pyramids are associated with Egypt, the nation of Sudan has 220 extant pyramids, the most numerous in the world.",5116,agree
His US passport was also revoked.,5117,agree
He believes that the samples may have come from a hybrid species of bear produced from a mating between a brown bear and a polar bear.,5118,agree
The 20th century is full of many examples of governments undermining the food security of their own nations – sometimes intentionally.,5119,agree
"In India for example, the political system, it has become common that the leadership of national and regional parties are passed from generation to generation.",5120,agree
"At the conclusion of the proceedings, both nations acquiesced to the 1998 decision which said sovereignty should be shared.",5121,agree
On April 2002 The Commission released its decision (with a clarification in 2003).,5122,agree
"Bell had been picked in the first game after the Second World War in the 1946 season and did not miss a match until he was dropped on 30 August 1955, a total of 459 consecutive appearances for a British team, a record which still holds in 2011.",5123,agree
He remained with the club on the coaching staff before leaving in October 2000 to pursue business interests.,5124,agree
"He was picked for the first game after the Second World War in the 1946–47 season and did not miss a match until 30 August 1955, a total of 401 consecutive matches in the Third Division North.",5125,agree
"In October 1929, he developed his ideas further.",5126,agree
"Emanuele Filiberto acknowledged that his fiancée, whose pregnancy was revealed at the time of the couple's engagement, belonged to a more leftist milieu than his own, a fact which initially displeased his father.",5127,agree
The captain of the New York to London flight was Mike Bannister.,5128,agree
"Each day the aircraft made a return flight out and back into Heathrow to the cities, often overflying them at low altitude.",5129,agree
Increased tactile stimulation of the hind legs causes an increase in levels of serotonin.,5130,agree
"After this report was published, the government confirmed that no options had been ruled out for airport expansion in the south-east and that a new runway would not be built at Heathrow before 2015.",5131,agree
"The shipments were diverted via Scotland, where they also caused controversy.",5132,agree
In 2006 the BBC reported that Israel was training Kurdish militias in Iraqi Kurdistan.,5133,agree
"Nevertheless, thousands of small Chinese businesses had set up profitable operations in North Korea by 2011.",5134,agree
"Additionally, guns used on the day by the soldiers that could have been evidence in the inquiry were lost by the MoD.",5135,agree
Saville believed the information Tugwell and Wallace released through the media was not down to any deliberate attempt to deceive the public but rather due to much of the inaccurate information Tugwell had received at the time by various other figures.,5136,agree
"The inquiry report accepted that Steele could not believe other than that a separation had been achieved between rioters and marchers, because both groups were in different areas.",5137,agree
"A second commission of inquiry, chaired by Lord Saville, was established in January 1998 to re-examine Bloody Sunday.",5138,agree
"The hearings were concluded in November 2004, and the report was published 15 June 2010.",5139,agree
"Cleared of any wrongdoing as he was under the impression that Wilford would follow orders by arresting rioters and then returning to base, and could not be blamed for Wilford's actions.",5140,agree
"Cleared of misconduct; Saville cited in the report that Loden ""neither realised nor should have realised that his soldiers were or might be firing at people who were not posing or about to pose a threat"".",5141,agree
Found to have 'deliberately disobeyed' his superior Brigadier Patrick MacLellan's orders by sending Support Company into the Bogside (and without informing MacLellan).,5142,agree
"While the inquiry found the compiling of the list was 'far from ideal', Jackson's explanations were accepted based on the list not containing the names of soldiers and the number of times they fired.",5143,agree
"This would become France's first permanent base in the Persian Gulf, hosting up to 500 French troops.",5144,agree
UAE troops have been welcomed by the country as allied Muslim soldiers and the Emirati soldiers compliment the Afghan hospitality they encounter.,5145,agree
"In 2007, his ashes were rediscovered in a casket at Warriston Crematorium and returned to Vienna for burial in 2011.",5146,agree
"In April 2006 the council unveiled a new logo which was to be used in most everyday applications, though the coat of arms will continue to be used for ""various civic purposes"".",5147,agree
"The director of research and education for Atkins Nutritionals, Collette Heimowitz, has stated that the newer revisions are intended to clarify rather than replace the correct advice in the older books.",5148,agree
"Prior to the start of the 2012-13 season the women's event was competed over a distance of 3&#160;km, by a team of 3 riders.",5149,agree
"The records revealed that, between 2001 and 2012, athletes with suspicious drug test results won a third of the medals in endurance events at the Olympics and World Championships—a total of 146 medals including 55 golds—but the IAAF caught none of them.",5150,agree
